
Twitter.app/Twitter (for architecture armv6):
0004bf78 t +[UIColor(ABAdditions) graphiteColor]
0004bf0c t +[UIColor(ABAdditions) grayDividerColor]
0004be48 t +[UIColor(ABAdditions) hashBackgroundColor]
0004bc1c t +[UIColor(ABAdditions) iPadSteel]
0004be04 t +[UIColor(ABAdditions) lightHashBackgroundColor]
0004c038 t +[UIColor(ABAdditions) linkColor]
0004bd84 t +[UIColor(ABAdditions) mailTableViewBackgroundColor]
0004bc5c t +[UIColor(ABAdditions) projectREDColor]
0004bb9c t +[UIColor(ABAdditions) selectedGradientBottomBlue]
0004bbdc t +[UIColor(ABAdditions) selectedGradientTopBlue]
0004bfb8 t +[UIColor(ABAdditions) tableFooterLabelColor]
000757dc t +[UIImage(ABAdditions) _ab_imageFromBitmapContext:]
0007695c t +[UILabel(ABAdditions) miniEmbossedBlueLabelWithFrame:]
0007681c t +[UILabel(ABAdditions) primaryEmbossedBlueLabelWithFrame:]
000766dc t +[UILabel(ABAdditions) secondaryEmbossedBlueLabelWithFrame:]
0005110c t +[UITableViewCell(ABDequeueAdditions) ab_cellForTableView:identifier:]
000372fc t +[UITextField(ABAdditions) tableViewCellInputFieldTextColor]
0003723c t +[UITextField(ABAdditions) tableViewCellInputField]
00037214 t +[UITextField(ABAdditions) tableViewCellPasswordField]
00037bcc t +[UIViewController(ABViewControllerCoder) _ab_restoreFromDictionaryRepresentation:]
0001a250 t +[URLShorteningService currentService]
0001af88 t +[URLShorteningService expandURLResponse:info:]
0001b0b4 t +[URLShorteningService expandURLString:callback:]
0001a108 t +[URLShorteningService isShortURLString:]
0001a060 t +[URLShorteningService parseLongURLPleaseJSON:info:]
0001a0ec t +[URLShorteningService shortenURLString:callback:]
0001a0b8 t +[URLShorteningService shortenURLString:fromAccount:callback:]
0001a270 t +[URLShorteningService shortener]
0007bf34 t +[URLShorteningService(InText) shortenURLInStringResponse:info:]
0007bfd8 t +[URLShorteningService(InText) shortenURLsInString:fromAccount:callback:]
0007bee0 t +[URLShorteningService(InText) stringByApplyingShortenedURL:toString:]
00097de4 t +[WhatTheTrend define:as:username:userID:]
0009814c t +[WhatTheTrend define:callback:]
000982d4 t +[WhatTheTrend defineDefinitionResponse:info:]
00097c4c t +[WhatTheTrend locale]
00017420 t +[yFrog fullSizeImageURLForURL:]
000173b4 t +[yFrog thumbnailImageURLForURL:]
0000dfa8 t -[ABActiveTextRanges activeRanges]
0000e778 t -[ABActiveTextRanges dealloc]
0000df48 t -[ABActiveTextRanges emailAddresses]
0000df88 t -[ABActiveTextRanges hashtags]
0000e82c t -[ABActiveTextRanges initWithString:]
0000df98 t -[ABActiveTextRanges links]
0000df68 t -[ABActiveTextRanges lists]
0000df58 t -[ABActiveTextRanges stockSymbols]
0000df78 t -[ABActiveTextRanges usernames]
000e528c t -[ABAutocompletePopover endAutocomplete]
000e5398 t -[ABAutocompletePopover init]
000e527c t -[ABAutocompletePopover setTextView:]
000e52c0 t -[ABAutocompletePopover tableView]
000e526c t -[ABAutocompletePopover textView]
000e5490 t -[ABAutocompletePopover updateAutocomplete]
000e5300 t -[ABAutocompletePopoverContentViewController loadView]
000e5440 t -[ABAutocompletePopoverContentViewController viewWillAppear:]
000e2b06 t -[ABAutocompleteTableView autocompleteDelegate]
000e2b24 t -[ABAutocompleteTableView autocompleteItems]
000e2f4c t -[ABAutocompleteTableView dealloc]
000e2f90 t -[ABAutocompleteTableView initWithFrame:style:]
000e2b04 t -[ABAutocompleteTableView scrollViewDidScroll:]
000e2b14 t -[ABAutocompleteTableView setAutocompleteDelegate:]
000e2eb4 t -[ABAutocompleteTableView setAutocompleteItems:]
000e2e1c t -[ABAutocompleteTableView tableView:cellForRowAtIndexPath:]
000e2d9c t -[ABAutocompleteTableView tableView:didSelectRowAtIndexPath:]
000e2e94 t -[ABAutocompleteTableView tableView:numberOfRowsInSection:]
000e2b44 t -[ABAutocompleteTableViewCell _loadedImageData:forItem:]
000e2b34 t -[ABAutocompleteTableViewCell autocompleteItem]
000e2d34 t -[ABAutocompleteTableViewCell dealloc]
000e3014 t -[ABAutocompleteTableViewCell drawContentView:]
000e2bb8 t -[ABAutocompleteTableViewCell setAutocompleteItem:]
000e4fa0 t -[ABAutocompleteView _scrollSelectionToVisible]
000e4dc0 t -[ABAutocompleteView endAutocomplete]
000e5024 t -[ABAutocompleteView initWithFrame:]
000e4db0 t -[ABAutocompleteView setTextView:]
000e4d90 t -[ABAutocompleteView tableView]
000e4da0 t -[ABAutocompleteView textView]
000e4e94 t -[ABAutocompleteView updateAutocomplete]
0000b1a0 t -[ABBackgroundProxy dealloc]
0000b2d4 t -[ABBackgroundProxy forwardInvocation:]
0000b410 t -[ABBackgroundProxy performInvocationInBackground:]
000ea21c t -[ABBenchmark dealloc]
000ea150 t -[ABBenchmark outputResults]
000ea208 t -[ABBenchmark run]
000ea04c t -[ABBenchmark setup]
000ea11c t -[ABBenchmark startInBackground]
000ea050 t -[ABBenchmark start]
000ea04e t -[ABBenchmark teardown]
000ae468 t -[ABCAAnimationCallbackDelegate animationDidStop:finished:]
000ae4d8 t -[ABCAAnimationCallbackDelegate dealloc]
000ae488 t -[ABCAAnimationCallbackDelegate initWithCallback:]
0000ad84 t -[ABCallback dealloc]
0000aecc t -[ABCallback description]
0000acf4 t -[ABCallback dissociateTarget]
0000ab4c t -[ABCallback info]
0000ae1c t -[ABCallback initWithTarget:selector:info:]
0000ad1c t -[ABCallback invoke:]
0000ab5c t -[ABCallback selector]
0000ab6c t -[ABCallback target]
000abfe8 t -[ABColumnBar _finishTransition]
000ab478 t -[ABColumnBar _itemDidUpdate:]
000ab308 t -[ABColumnBar _updateLayout]
000aaf20 t -[ABColumnBar _updateToolbarItems:animated:]
000ac0f0 t -[ABColumnBar backButtonFrame:]
000ab0b4 t -[ABColumnBar backItem]
000ab120 t -[ABColumnBar dealloc]
000aaeec t -[ABColumnBar delegate]
000ac1e8 t -[ABColumnBar dividerFrame]
000aaf0c t -[ABColumnBar endSetItemsAnimation:finished:context:]
000ab164 t -[ABColumnBar initWithFrame:]
000aafb8 t -[ABColumnBar layoutSubviews]
000ab064 t -[ABColumnBar leftItem]
000ab438 t -[ABColumnBar leftTitleFrame]
000aaf74 t -[ABColumnBar pop:]
000aaff4 t -[ABColumnBar rightItem]
000ac154 t -[ABColumnBar rightTitleFrame]
000aaefc t -[ABColumnBar setDelegate:]
000ab53c t -[ABColumnBar setItems:animated:]
000ac114 t -[ABColumnBar toolbarFrame]
000ae07c t -[ABColumnItem backButtonView]
000ae010 t -[ABColumnItem dealloc]
000addec t -[ABColumnItem setTitle:]
000ade40 t -[ABColumnItem setTitleView:]
000addb4 t -[ABColumnItem setToolbarItems:animated:]
000ade78 t -[ABColumnItem titleView]
000add28 t -[ABColumnItem title]
000add18 t -[ABColumnItem toolbarItems]
000aaedc t -[ABColumnItem(ABColumnBarAdditions) _setColumnBar:]
000348e4 t -[ABConcreteImage CGImage]
00034c28 t -[ABConcreteImage dealloc]
00034ac0 t -[ABConcreteImage drawInContext:inRect:]
00034ccc t -[ABConcreteImage drawInContext:inRect:flipped:]
00034bf8 t -[ABConcreteImage initWithCGImage:]
00034bbc t -[ABConcreteImage initWithUIImage:]
00034920 t -[ABConcreteImage init]
00034c90 t -[ABConcreteImage size]
00034af4 t -[ABConcreteImage uiImage]
00070e1c t -[ABDarkProgressBar drawRect:]
00070b30 t -[ABDarkProgressBar initWithFrame:]
0006fd54 t -[ABDarkProgressBar progress]
00070b10 t -[ABDarkProgressBar setProgress:]
0000af60 t -[ABDelayProxy delay]
0000afb4 t -[ABDelayProxy forwardInvocation:]
0000af88 t -[ABDelayProxy performInvocationAfterDelay:]
0000af74 t -[ABDelayProxy setDelay:]
0008a7ac t -[ABDocumentDisplayController dealloc]
0008a5f0 t -[ABDocumentDisplayController documentPath]
0008a80c t -[ABDocumentDisplayController loadView]
0008a5e4 t -[ABDocumentDisplayController shouldAutorotateToInterfaceOrientation:]
0008a63c t -[ABDocumentDisplayController viewDidAppear:]
0008a74c t -[ABDocumentDisplayController viewDidUnload]
0008a684 t -[ABDocumentDisplayController viewWillAppear:]
0008a5f4 t -[ABDocumentDisplayController viewWillDisappear:]
0006d6f4 t -[ABEmailComposer body]
0006d860 t -[ABEmailComposer dealloc]
0006d6c4 t -[ABEmailComposer isHTML]
0006d714 t -[ABEmailComposer mailComposeController:didFinishWithResult:error:]
0006d768 t -[ABEmailComposer presentableViewController]
0006da78 t -[ABEmailComposer setBody:]
0006d6d4 t -[ABEmailComposer setIsHTML:]
0006da9c t -[ABEmailComposer setSubject:]
0006da54 t -[ABEmailComposer setToRecipients:]
0006d8dc t -[ABEmailComposer showFrom:]
0006d6e4 t -[ABEmailComposer subject]
0006d704 t -[ABEmailComposer toRecipients]
0000e0b0 t -[ABFlavoredRange copyWithZone:]
0000ef70 t -[ABFlavoredRange dealloc]
0000efb4 t -[ABFlavoredRange description]
0000df0c t -[ABFlavoredRange displayString]
0000deec t -[ABFlavoredRange rangeFlavor]
0000df1c t -[ABFlavoredRange rangeValue]
0000e074 t -[ABFlavoredRange setDisplayString:]
0000defc t -[ABFlavoredRange setRangeFlavor:]
0000df34 t -[ABFlavoredRange setRangeValue:]
000eda88 t -[ABGPSRequestInfo GUID]
000edf60 t -[ABGPSRequestInfo copyWithZone:]
000eda60 t -[ABGPSRequestInfo created]
000ee228 t -[ABGPSRequestInfo dealloc]
000edea8 t -[ABGPSRequestInfo description]
000edff0 t -[ABGPSRequestInfo encodeWithCoder:]
000eda38 t -[ABGPSRequestInfo expires]
000edf40 t -[ABGPSRequestInfo hash]
000ee070 t -[ABGPSRequestInfo initWithCoder:]
000edf08 t -[ABGPSRequestInfo isEqual:]
000eda74 t -[ABGPSRequestInfo setCreated:]
000eda4c t -[ABGPSRequestInfo setExpires:]
000ee26c t -[ABGPSRequestInfo setGUID:]
000ee108 t -[ABGPSSignificantLocationChangeMonitor dealloc]
000ee170 t -[ABGPSSignificantLocationChangeMonitor init]
000eda98 t -[ABGPSSignificantLocationChangeMonitor lastLocation]
000ee564 t -[ABGPSSignificantLocationChangeMonitor locationManager:didFailWithError:]
000ee578 t -[ABGPSSignificantLocationChangeMonitor locationManager:didUpdateToLocation:fromLocation:]
000edd24 t -[ABGPSSignificantLocationChangeMonitor setLastLocation:]
000ede34 t -[ABGPSSignificantLocationChangeMonitor start]
000eddfc t -[ABGPSSignificantLocationChangeMonitor stop]
000eddb4 t -[ABGPSSignificantLocationChangeMonitor supportsSignificantLocationChange]
000f9388 t -[ABGenericViewController containedView]
000f93b8 t -[ABGenericViewController dealloc]
000f9398 t -[ABGenericViewController loadView]
000f93fc t -[ABGenericViewController setContainedView:]
0006f400 t -[ABGeocode dealloc]
0006f240 t -[ABGeocode error]
0006f504 t -[ABGeocode geocodeResponse:info:]
0006f230 t -[ABGeocode geocodedLocations]
0006f798 t -[ABGeocode parseXML:info:]
0006f49c t -[ABGeocode setError:]
0006f4bc t -[ABGeocode setGeocodedLocations:]
0006f184 t -[ABGeocodeLocation accuracyInMeters]
0006f1b0 t -[ABGeocodeLocation accuracy]
0006f1d0 t -[ABGeocodeLocation address]
0006f458 t -[ABGeocodeLocation dealloc]
0006f208 t -[ABGeocodeLocation latitude]
0006f1e0 t -[ABGeocodeLocation longitude]
0006f250 t -[ABGeocodeLocation parseXML:info:]
0006f1c0 t -[ABGeocodeLocation setAccuracy:]
0006f4e0 t -[ABGeocodeLocation setAddress:]
0006f21c t -[ABGeocodeLocation setLatitude:]
0006f1f4 t -[ABGeocodeLocation setLongitude:]
000b9f38 t -[ABGradientView a]
000b9f28 t -[ABGradientView b]
000b9f48 t -[ABGradientView dealloc]
000b9fe0 t -[ABGradientView drawRect:]
000b9fa0 t -[ABGradientView setA:]
000b9fc0 t -[ABGradientView setB:]
000d3410 t -[ABGroupedRowView childContainer]
000d2684 t -[ABGroupedRowView childWidth:]
000d267c t -[ABGroupedRowView xOffset]
00053918 t -[ABGrowingTextView isOneLine]
00053e6c t -[ABGrowingTextView setBounds:]
00053dd4 t -[ABGrowingTextView setContentOffset:]
00011904 t -[ABHTTPMultipartFormData _writeData:toFileHandle:]
00011b0c t -[ABHTTPMultipartFormData addDataPart:name:]
00011a30 t -[ABHTTPMultipartFormData addImageFile:name:]
00011ad8 t -[ABHTTPMultipartFormData addTextPart:name:]
00011988 t -[ABHTTPMultipartFormData addVideoFile:name:]
0001188c t -[ABHTTPMultipartFormData boundary]
000118a8 t -[ABHTTPMultipartFormData cleanup]
0001194c t -[ABHTTPMultipartFormData contentTypeHeader]
00011898 t -[ABHTTPMultipartFormData dataInputLength]
00011d3c t -[ABHTTPMultipartFormData dataInputStream]
00011c88 t -[ABHTTPMultipartFormData dealloc]
00011b74 t -[ABHTTPMultipartFormData encodeWithCoder:]
00011bc0 t -[ABHTTPMultipartFormData initWithCoder:]
00011ce0 t -[ABHTTPMultipartFormData init]
00012598 t -[ABHTTPRequest addValue:forHTTPHeaderField:]
000123d4 t -[ABHTTPRequest bodyStream]
000123e4 t -[ABHTTPRequest body]
00012b40 t -[ABHTTPRequest cancel]
00012344 t -[ABHTTPRequest chunkCallback]
00012324 t -[ABHTTPRequest connectionTimeout]
00012198 t -[ABHTTPRequest data]
0001299c t -[ABHTTPRequest dealloc]
000121a8 t -[ABHTTPRequest downloadProgress]
000125b8 t -[ABHTTPRequest encodeWithCoder:]
00012de8 t -[ABHTTPRequest endRequest]
000122f4 t -[ABHTTPRequest error]
00012168 t -[ABHTTPRequest finalURL]
000122c4 t -[ABHTTPRequest headers]
00012744 t -[ABHTTPRequest initWithCoder:]
00012b68 t -[ABHTTPRequest init]
00012304 t -[ABHTTPRequest maxRetries]
000123f4 t -[ABHTTPRequest method]
00012188 t -[ABHTTPRequest multipartFormData]
00012290 t -[ABHTTPRequest networkStatus]
00012518 t -[ABHTTPRequest noteProgress]
000123a4 t -[ABHTTPRequest oAuthConsumerKey]
00012394 t -[ABHTTPRequest oAuthConsumerSecret]
00012374 t -[ABHTTPRequest oAuthTokenSecret]
00012384 t -[ABHTTPRequest oAuthToken]
000123b4 t -[ABHTTPRequest password]
00012354 t -[ABHTTPRequest progressCallback]
00012364 t -[ABHTTPRequest responseCallback]
000122b4 t -[ABHTTPRequest responseHeaders]
00012f70 t -[ABHTTPRequest setBody:]
00012f94 t -[ABHTTPRequest setBodyStream:]
000130b4 t -[ABHTTPRequest setChunkCallback:]
00012334 t -[ABHTTPRequest setConnectionTimeout:]
0001253c t -[ABHTTPRequest setData:]
000130d4 t -[ABHTTPRequest setError:]
00012314 t -[ABHTTPRequest setMaxRetries:]
00012f4c t -[ABHTTPRequest setMethod:]
00012c20 t -[ABHTTPRequest setMultipartFormData:]
00012ff4 t -[ABHTTPRequest setOAuthConsumerKey:]
00013014 t -[ABHTTPRequest setOAuthConsumerSecret:]
00013034 t -[ABHTTPRequest setOAuthToken:]
00013054 t -[ABHTTPRequest setOAuthTokenSecret:]
00012fd4 t -[ABHTTPRequest setPassword:]
00013094 t -[ABHTTPRequest setProgressCallback:]
00013074 t -[ABHTTPRequest setResponseCallback:]
000130f8 t -[ABHTTPRequest setResponseHeaders:]
000122e4 t -[ABHTTPRequest setStatusCode:]
00012f28 t -[ABHTTPRequest setUrl:]
00012fb4 t -[ABHTTPRequest setUsername:]
00012578 t -[ABHTTPRequest setValue:forHTTPHeaderField:]
00012d24 t -[ABHTTPRequest startRequest]
000122a0 t -[ABHTTPRequest startTime]
000122d4 t -[ABHTTPRequest statusCode]
00012220 t -[ABHTTPRequest uploadProgress]
00012404 t -[ABHTTPRequest url]
000123c4 t -[ABHTTPRequest username]
0008468e t -[ABHTTPRequest(Additions) _didEndRequest]
0008468c t -[ABHTTPRequest(Additions) _didStartRequest]
00084670 t -[ABHTTPRequest(Additions) isPersistent]
00013118 t -[ABHTTPRequest(CF) CF_startRequest]
0004dc8c t -[ABHTTPRequest(NS) NS_startRequestInBackground]
0004d938 t -[ABHTTPRequest(NS) NS_startRequest]
0004d730 t -[ABHTTPRequest(NS) connection:didFailWithError:]
0004d76c t -[ABHTTPRequest(NS) connection:didReceiveData:]
0004d838 t -[ABHTTPRequest(NS) connection:didReceiveResponse:]
0004d6f0 t -[ABHTTPRequest(NS) connection:didSendBodyData:totalBytesWritten:totalBytesExpectedToWrite:]
0004d6a4 t -[ABHTTPRequest(NS) connection:willSendRequest:redirectResponse:]
0004d758 t -[ABHTTPRequest(NS) connectionDidFinishLoading:]
0004d958 t -[ABHTTPRequest(NS) urlRequest]
000a45dc t -[ABHTTPRequest(OAuth) oAuthAuthorizationHeader]
000dedc8 t -[ABHTTPRequest(Streams) didRecieveChunk:]
000dee9c t -[ABHTTPRequest(Streams) processStreamChunk:]
000df088 t -[ABHTTPRequest(Streams) startStreamChunk:]
000368d8 t -[ABHUD _currentTransform]
00036cf4 t -[ABHUD _swapInImageNamed:]
00036ac8 t -[ABHUD animateIn]
00036814 t -[ABHUD dealloc]
00036868 t -[ABHUD drawRect:]
000362ec t -[ABHUD hideAnimationDidStop:finished:context:]
0003694c t -[ABHUD hide]
00036134 t -[ABHUD indicateErrorAndHide:]
000361b4 t -[ABHUD indicateSuccessAndHide:]
00036ec0 t -[ABHUD initWithText:]
000367b8 t -[ABHUD resignKeyWindow]
00036c14 t -[ABHUD setLargeImage:]
00035f68 t -[ABHUD setShowBlockingWindow:]
00035f48 t -[ABHUD setShowGrowlWindow:]
00036e08 t -[ABHUD setSingletonKey:]
00035f58 t -[ABHUD showBlockingWindow]
000363e4 t -[ABHUD showBrieflyThenHide:]
00035f38 t -[ABHUD showGrowlWindow]
000364e0 t -[ABHUD show]
00035f28 t -[ABHUD singletonKey]
00036434 t -[ABHUD statusBarOrientationDidChange:]
00035f78 t -[ABHUDBlockingWindow drawRect:]
00034908 t -[ABImage CGImage]
00034958 t -[ABImage drawInContext:inRect:]
00034d60 t -[ABImage drawInContext:inRect:flipped:]
00034910 t -[ABImage imageData]
00034918 t -[ABImage leftCapWidth]
000348f4 t -[ABImage size]
00034914 t -[ABImage stretchableImageWithLeftCapWidth:topCapHeight:]
0003491c t -[ABImage topCapHeight]
0003490c t -[ABImage uiImage]
00016cc4 t -[ABImageService postImage:associatedMessage:fromAccount:callback:]
00016cb0 t -[ABImageService postVideo:associatedMessage:fromAccount:callback:]
000148b4 t -[ABJSONParser _copyTopCallback]
00014894 t -[ABJSONParser _popCallback]
000148ec t -[ABJSONParser _triggerDelegate]
00014394 t -[ABJSONParser boolValue]
000143fc t -[ABJSONParser canPushCallback]
00014920 t -[ABJSONParser dealloc]
000143dc t -[ABJSONParser didPushCallback]
0001446c t -[ABJSONParser httpLikeDate]
00014b60 t -[ABJSONParser ignoreTag]
0001499c t -[ABJSONParser init]
000144d8 t -[ABJSONParser jsonTwitterDate]
0001445c t -[ABJSONParser key]
000143b8 t -[ABJSONParser numberValue]
00014d40 t -[ABJSONParser parseData:withCallback:]
00014cdc t -[ABJSONParser pushCallback:repeatElement:]
0001440c t -[ABJSONParser setCanPushCallback:]
000143ec t -[ABJSONParser setDidPushCallback:]
00014e78 t -[ABJSONParser setKey:]
0001444c t -[ABJSONParser setType:]
0001442c t -[ABJSONParser setValue:]
00014544 t -[ABJSONParser stringValue]
0001443c t -[ABJSONParser type]
0001441c t -[ABJSONParser value]
0006f990 t -[ABLanguageTranslator dealloc]
0006f87c t -[ABLanguageTranslator error]
0006f89c t -[ABLanguageTranslator parseJSON:info:]
0006fac0 t -[ABLanguageTranslator setError:]
0006fa9c t -[ABLanguageTranslator setTranslatedText:]
0006f9e8 t -[ABLanguageTranslator translateResponse:info:]
0006f88c t -[ABLanguageTranslator translatedText]
0008a908 t -[ABLocation callback]
0008ab8c t -[ABLocation dealloc]
0008a8e8 t -[ABLocation error]
0008aa24 t -[ABLocation invokeCallback]
0008a918 t -[ABLocation locationManager:didFailWithError:]
0008a940 t -[ABLocation locationManager:didUpdateToLocation:fromLocation:]
0008aa10 t -[ABLocation locationTimeout:]
0008a8f8 t -[ABLocation location]
0008aaa0 t -[ABLocation requestCurrentLocation]
0008ac24 t -[ABLocation setCallback:]
0008ac64 t -[ABLocation setError:]
0008ac44 t -[ABLocation setLocation:]
0000b004 t -[ABMainThreadProxy description]
0000b064 t -[ABMainThreadProxy forwardInvocation:]
0000b038 t -[ABMainThreadProxy performInvocationOnMainThread:]
000cc94c t -[ABMarkupText activeRangesForTextRenderer:]
000ccaa8 t -[ABMarkupText activeRangesOffsetBy:]
000cc3cc t -[ABMarkupText activeRanges]
000cc3bc t -[ABMarkupText attributedString]
000cc494 t -[ABMarkupText characters:]
000cc8f0 t -[ABMarkupText currentAttribute:]
